WISEID,Answer,KIScore
154514,"the atmosphere because the glass panels reflex the suns energy and reflex it back the atmosphere does the same thing it is like a panel but bigger that's how we are protected from the sun the, we are like the tomatoes and the atmosphere is are panel its kinda like that",3
154703,I think that it is the atmosphere because only the SR comes and go,3
154155,"the atmosphere acts like the glass, because tthe sunrays go throught the glass, as it does throught the atosphere",4
154151,no,1
153824,"The atmosphere acts like the greenhuse's glass because the suns heat hits the ground, the ground acs like reflective panels, and then the atmosphere sends that heat back down to the Earth, creating a cycle.",3
153822,i think atmosphere because the sun reflects off of the green house and the atmosphere is the suns energy around us so there the same because the sun and the suns energy are the same between the two.,3
153844,Well i think it would be the earth because the glass is trapping the heat and it is being exposed to the heat.,3
153852,"Earth because i's the same thing as glass, if a light hits Earth, the light will bounce just like a mirror, and glass.",3
153838,I chose the atmosphere because the  sun is  reflicting off the glass.,2
155053,The atmosphere is lie glass for the earth to keep heat inside of  it.,3
153831,Atmosphere because it reflects the heat back to earth.,2
153816,"Atmosphere contains air and keeps in, being warmed by sun",3
153823,Atmosphere because it is ugly like the earths roof.,2
153837,The atmosphere is like the roof of a greenhouse because for both photos heat cells are bouncing off the atmosphere and greenhouse roof.,2
153864,the glass on the green house is what the sun rays are going through in the earth picture the atmosphere i what is the sun rays are going through  so it is happening to both also the line around the earth is the atmosphere so that is also why.,4
153923,I chose the atmosphere because the atmosphere protects us like the glass protects the greenhouse.,2
153928,The atmosphere because it takes the suns radiation and it the earth will either reflect it back out or absorb it. When like in the greenhouse the glass will take the suns radiation and the plants will either absorb or reflect the sun rays.,3
153909,That atmosphere is like the greenhouse because it creates a air blanket which traps the sun rays in while still letting other sun rays come in.,5
153913,because the atmosphere reflects to the heat to bounced off of it to give heat.,2
153917,i think this because the sun shines in and stays in there,4
153916,The atmosphere lets sunlight in and traps the heat inside making the earth warmer.,5
153935,I picked the sun because the sun is constantly hitting the glass which makes the room a lot hotter.,2
153922,the atmosphere is like the glass on the green house,2
153921,Heat is reflecting of it just like heat was reflecting of of the tin foil flap.,2
153911,if you notice half of the sun rays bounce of earth and sme go in,3
153930,The sun reflects off the earth.,2
154112,I choose atmosphere because it sorta protects the earth from really hot sun.,2
153926,I think the atmosphere is the glass because the heat rays are going through it and hitting the Earth (plant).,4
153908,The atmosphere acts as the greenhouse where light passes through it and heats up the earth.,4
153905,"The atmosphere lets radiation in, but makes it more difficult for the heat/radiation to escape. It acts as a sort of blanket, just like the atmosphere.",5
153918,well in picture a the roof  glass and the sun hits the plants which bounces off and in picture b the sun hits earth and bounces off and hits the atmosphere like the roof in picture b,2
153906,Sun because its  directing its rays into the plant.,3
153919,Its is the atmosphere because it shows in the picture that the glass in the greenhouse is letting radiation in and letting little radiation out just like the atmosphere in picture B,5
153914,"In the picture of the real green house, the light is shining through the glass, and the glass is trapping the light inside. In the picture of the green house effect, the light is shining through the ATMOSPHERE, and the ATMOSPHERE is trapping the light.",5
153927,because the sun will bounce off the glass and go in,2
154135,it is like the geenhouse because the atmophere is reflecting the heat back at the earth (aka) the green house,2
154124,The atmosphere is like the glass in the greenhouse because heat travels through it then gets stuck at the surface of the Earth.,3
154132,Because the atmosphere traps heat to keep our earth warm and it also protects us from meteors as it breaks them down.,3
154162,the atmosphere reflects the sun so it wouldn't get that hot.,2
154134,The atmosphere because the atmosphere in and outside of the Earth protects it and allows a certain amount of sunlight and radiation caused by the sun into the Earth.,4
154153,the sun hits the green house.,2
154118,the atmosphere lets sun come in and keeps the heat in.,4
154155,"atmosphere acts as the glass, because it acts as the barrier were all the radiation goes in.",4
154119,The atmosphere because it is the top of the Earth so it traps the heat inside of Earth. This helps the Earth not be too warm.,3
